"Date","Close","n","USDJPY","USDCHF","NZDUSD","XAUUSD","AUDUSD","GBPUSD","USDSEK","USDCAD","post.y"
2012-08-20,1.23453,7,79.418,0.97287,0.80844,1620.075,1.04438,1.57088,6.67138,0.9884,"Euro drops after ECB comments on Spiegel report<br>Sterling gains versus euro after ECB weighs on sentiment<br>European shares dip as ECB knocks bond report<br>Stocks weak, weighed by commodities, banks<br>Gilts steady after mixed signals on possible ECB action<br>Global stocks slip, euro wavers on ECB comment<br>Euro rises but ECB uncertainty keeps investors cautious"
2012-08-21,1.24718,7,79.275,0.96271,0.81095,1637.364,1.0485,1.57822,6.65288,0.98906,"Pound hits three-month high vs dollar, buoyed by euro gains<br>ECB speculation weighs on gilts, BoE buybacks support<br>Miners, banks boost FTSE in light trade<br>Banks lift European shares on ECB action hopes<br>Euro leaps to 7-week high on speculation ECB will act<br>U.S. stocks slip after 4-year high; euro soars on ECB<br>Sterling rises to three-month high against dollar"
2012-08-22,1.25285,7,78.575,0.95852,0.81382,1653.872,1.05043,1.588,6.63378,0.99122,"Europe shares further slip from 13-month highs<br>U.S. dollar pummelled by Fed's willingness for more stimulus<br>S&P recovers from losses, dollar falls after Fed<br>Euro falls to session low versus dollar<br>Sterling near three-month high vs dollar on ECB optimism<br>Miners lead FTSE drop as EU talks come into focus<br>UK gilts reverse recent slide, await Fed minutes"
2012-08-23,1.25629,6,78.486,0.95568,0.81265,1670.358,1.04397,1.58597,6.59097,0.99377,"Sterling near three-month high on prospect of Fed easing<br>Gilts gain with Bunds on weak data, Fed comments<br>Rallying miners help FTSE inch higher<br>European shares slip on global outlook jitters<br>World stocks ease as Fed stimulus hopes dim<br>Euro hits seven-week high vs. dollar on Spain aid talks news"
2012-08-24,1.25107,7,78.655,0.9596,0.81104,1670.164,1.04007,1.58078,6.60237,0.99208,"Sterling slips vs dollar after limited UK GDP revision<br>Weak UK GDP data, euro zone worries lift gilts<br>FTSE recovers to end flat on hopes for ECB action<br>European shares edge up on ECB yield band report<br>Global shares rise on ECB report, euro trims losses<br>Euro falls 1st time in 5 days after strong ECB-driven week<br>Euro falls to fresh session low vs dollar"
2012-08-27,1.24985,4,78.739,0.96085,0.8086,1663.564,1.03681,1.57934,6.59468,0.9906,"Global stocks flat; Treasuries up, eyes on central banks<br>Euro erases gains versus dollar, briefly turns negative<br>Nokia surges as stimulus hopes lift European shares<br>Euro lower versus dollar; Bernanke ahead"
2012-08-28,1.25642,8,78.506,0.95572,0.80461,1666.445,1.03758,1.58174,6.60667,0.98814,"Euro extend gains versus dollar, hits session high<br>Sterling falls to 3-week low against euro, flat vs dollar<br>Dollar extends losses versus yen, hits session low<br>Gilts outpace Bunds on Bank of England buyback<br>Stocks stagnate on growth vs. stimulus concerns<br>European shares fall on growth and debt concerns<br>Euro up on ECB hopes; hurricane jitters lift oil<br>Short squeeze lifts euro, Aussie dollar still fragile"
2012-08-29,1.25298,9,78.701,0.9584,0.80035,1656.089,1.03509,1.58319,6.66158,0.98936,"Dollar holds gains vs euro, yen after U.S. GDP growth data<br>Zloty, forint slide to one-month lows versus euro<br>Sterling edges off 3-week low versus euro, gains limited<br>UK gilts follow Bunds lower on Merkel comments<br>Miners drag FTSE down on global growth concerns<br>Europe shares slide ahead of Jackson Hole meeting<br>Stocks flat, U.S. oil falls as Isaac damage limited<br>G3 currencies mark time ahead of Fed gathering<br>Euro trims most losses vs dollar, hits session high vs yen"
2012-08-30,1.2506,9,78.61,0.96018,0.79808,1655.176,1.02882,1.57847,6.68478,0.9924,"Euro trims gains vs dollar to trade little changed<br>Sterling dips vs dollar as wary investors await Bernanke<br>Gilts rise on jitters ahead of Fed, ECB<br>Fading Fed stimulus hopes hit European shares<br>FTSE falters as Jackson Hole looms<br>Euro lower vs. dollar ahead of Bernanke speech<br>Shares, euro down ahead of Bernanke speech<br>Sterling steady vs dollar as market awaits Bernanke<br>FTSE 100 stocks set to outshine mid-cap peers"
2012-08-31,1.25738,8,78.379,0.95475,0.8034,1690.726,1.03222,1.58629,6.62147,0.98593,"Gilts fall on Fed's cautious hint at more easing<br>Shares fall for fourth day running<br>Bernanke speech helps European shares end month on a high<br>Dollar slips as Bernanke reinforces easing hopes<br>Shares, euro rise after Bernanke speech<br>Euro hits 8-week high vs dollar, Bunds extend losses<br>Dollar trims losses vs euro, yen after Bernanke<br>Sterling rallies vs dollar as QE speculation kept alive"
2012-09-03,1.25919,5,78.251,0.95357,0.79747,1692.133,1.02464,1.58828,6.68577,0.98576,"Euro resilient on ECB hopes, Aussie eyes RBA<br>European shares lifted by central bank hopes<br>Sterling hits near two-week high vs dollar on PMI<br>Sterling buoyed by forecast-beating PMI survey<br>Miners help FTSE bounce in low volume"
2012-09-04,1.25651,8,78.406,0.95586,0.79438,1695.509,1.02241,1.58695,6.71357,0.98579,"Sterling firm at 2-week high versus dollar, lags euro<br>Gilts hit 11-day low as Draghi comments still weigh<br>Yuan flirts with 3-month highs for second day<br>Sterling hits 2-week high after strong services data<br>Swing in ECB sentiment pendulum chops stocks<br>Weak data knocks European shares in run up to ECB<br>Euro retreats on concerns about ECB bond buys<br>Apple boosts U.S. stocks; eyes on Fed, ECB"
2012-09-05,1.25996,4,78.387,0.95567,0.79469,1692.614,1.01915,1.59005,6.72718,0.99046,"European shares end flat, gains likely post-ECB<br>Euro gains on ECB bond buying hopes<br>Euro gains on optimism about ECB debt buying plan<br>FTSE underperforms as BP weighs on market"
2012-09-06,1.26301,5,78.854,0.95349,0.80115,1699.983,1.02817,1.59307,6.74287,0.98259,"Sterling edges up vs. euro after ECB unveils bond plan<br>FTSE buoyed by ECB bond buying plan and U.S. data<br>Euro zone shares hit 6-month high on ECB plan, U.S. data<br>Global Markets - Stocks surge to new highs on ECB bond-buying plan<br>ECB bond plan cheers euro, Aussie dollar"
2012-09-07,1.28152,5,78.178,0.94398,0.81212,1735.164,1.038,1.60097,6.59447,0.97829,"Dollar at 4-month low vs. euro as U.S. jobs data points to QE<br>FTSE closes higher after U.S. jobs boost QE3 expectations<br>U.S. dollar drops on US jobs; Spain yields down on ECB<br>Sterling hits 3-1/2 month high vs dlr, tracks euro on ECB plan<br>Sterling hits 4-month high vs. dollar on ECB plan, U.S. jobs"
2012-09-10,1.27575,4,78.277,0.94616,0.80839,1725.804,1.03344,1.5989,6.63757,0.97758,"Sterling close to 4-month peak vs. dollar on Fed easing bets<br>Stocks tick lower as 5,800 provides resistance<br>Euro falls first time in four days but Fed could limit downside<br>U.S. stocks slip, euro dips before German ruling, Fed"
2012-09-11,1.28543,4,77.765,0.93885,0.81726,1731.737,1.0433,1.60688,6.60768,0.97295,"U.S. dollar falls as Fed, Moody's weigh; euro eyes German ruling<br>Banks help European shares pare losses<br>Global stocks rally, dollar weakens on Fed easing outlook<br>FTSE finishes flat, upside potential intact"
2012-09-12,1.28989,5,77.846,0.93701,0.81984,1730.164,1.04636,1.61051,6.56537,0.97604,"Euro extends gains, hits 4-mth high vs dollar<br>Sterling hits 4-month high vs. dollar on German court ruling<br>Stocks dip, focus shifts to Fed meeting<br>Euro gains after German ruling; focus shifts to Fed<br>Euro hits 4-month high vs. dollar on German ruling"
2012-09-13,1.29884,5,77.476,0.9351,0.831,1766.559,1.05464,1.61537,6.56857,0.96838,"Fed daring slams dollar, gives Japan a yen headache<br>Sterling steady near 4-month high vs dollar, lags euro<br>European shares weaken, focus on Fed<br>Stocks push to 3-week high, bet on Fed action<br>Stocks, oil rally as Fed tries to boost economy"
2012-09-14,1.31299,5,78.38,0.92708,0.82883,1769.914,1.05494,1.6215,6.54988,0.97107,"Euro hits fresh four-month high versus struggling dollar<br>Fed stimulus lifts pound to 4-month high versus dollar<br>FTSE flies to 6-month high on Fed stimulus<br>U.S. dollar slumps as Fed, ECB actions weigh<br>Fed stimulus plan spurs risk rally; dollar slips"
2012-09-17,1.31167,6,78.698,0.92735,0.8261,1760.816,1.04753,1.62493,6.57197,0.97459,"Dollar hovers near multimonth lows despite drop in crude<br>Stocks, euro dip; oil falls in volatile trading<br>FTSE 100 off 6-month highs, more gains eyed<br>Dollar hangs around seven-month lows as BOJ eyed<br>Repo rates dip as auctions settle, Fed QE3 adds pressure<br>Forex players in lurch as Treasury bides its time over swaps"
2012-09-18,1.30474,6,78.803,0.92867,0.82714,1771.262,1.04559,1.62432,6.54098,0.97411,"BofA Merrill sees gold at $2,400/oz by 2014 end<br>Euro back in favour as bets against it wane<br>Sterling benefits from profit-taking on euro gains<br>Banks, miners lead retreat on FTSE 100<br>Euro drops from 4-month high on Spain uncertainty<br>Global stocks edge lower, oil drops again"
2012-09-19,1.30482,6,78.373,0.9273,0.82656,1769.942,1.04778,1.62188,6.50867,0.97442,"Fresh stimulus provides lift for FTSE<br>More big investors scrutinize FX trading costs - study<br>Yen rises broadly; BoJ eases but not as aggressively<br>Stocks edge higher on BOJ easing, oil slumps<br>UK gilts recover to 6-day high as Bunds rally<br>Sterling slips vs. dollar as profit taking weighs"
2012-09-20,1.29683,6,78.235,0.93315,0.82897,1768.262,1.0435,1.6214,6.52097,0.97664,"Insight - How misstep over trading fractions wounded ICAP's EBS<br>Sterling rises to one-week high against weak euro<br>Euro pares losses versus dollar after U.S. data<br>Shares tick lower but rebound off lows<br>FTSE retreats from six-month highs as business activity slumps<br>Euro stung by weak data, gives USD a bit of reprieve"
2012-09-21,1.29792,4,78.12,0.93316,0.82867,1772.752,1.04558,1.62275,6.55947,0.97612,"Sterling hits near 13-month high versus dollar<br>FTSE 100 limps lower, bruised by options expiry<br>Shares, euro tick higher on hopes for Spain deal<br>Euro gains vs dollar on Spain optimism"
2012-09-24,1.29301,4,77.843,0.93563,0.82279,1763.911,1.04242,1.62175,6.55728,0.9785,"Sterling hits 2-week high versus euro on weak German data<br>Britain's FTSE falls as weak miners weigh<br>Euro declines to more than one-week low vs dollar, yen<br>Weaker growth, debt concerns prompt lower stocks"
2012-09-25,1.28995,6,77.791,0.93738,0.82147,1760.371,1.03896,1.61857,6.56807,0.98058,"Traders turn doomed refineries into cash machines<br>FTSE keeps Greece on watch for demotion to emerging market<br>Stocks higher as global growth concerns ease<br>Euro falls as risk rally fades, Spain in focus<br>U.S. shares fall, euro down on Spain concerns<br>Sterling hits two-week high versus weak euro"
2012-09-26,1.28728,4,77.738,0.93948,0.82414,1752.201,1.03698,1.61643,6.58917,0.98542,"Sterling dulled by Spanish concerns, but outperforms euro<br>FTSE hits 3-week low on growth concerns, may slide more<br>Global stocks slip on Europe fears, Spain yields jump<br>Euro stays under pressure, eyes on Italy bond sale"
2012-09-27,1.29132,5,77.596,0.9371,0.83094,1777.013,1.04417,1.62334,6.52287,0.98048,"Pound rises on UK GDP revision as Spain worries dent euro<br>Miners and banks nudge FTSE back higher<br>Global stocks, euro advance on Spain's budget<br>Euro perkier, commodity currencies shine<br>Sterling edges up as market awaits Spain budget"
2012-09-28,1.28591,5,77.921,0.93975,0.82961,1772.222,1.03768,1.61644,6.56148,0.98357,"Sterling dips vs euro as Spain budget soothes market<br>Sterling falls vs euro on Spain's draft budget<br>Stocks drop, euro falls on euro zone worries<br>Britain's FTSE 100 falls to three-week low<br>Euro slides for 2nd straight week as Spain woes persist"
2012-10-01,1.28877,7,77.981,0.938,0.82746,1775.081,1.03591,1.61302,6.59278,0.98228,"Gilts track Bunds lower and shrug off UK data<br>Sterling knocked by poorly received UK data<br>Blue chips rebound on U.S. data, Xstrata<br>Global Economy - Manufacturing points to challenges for world economy<br>Shares, euro rise on U.S. manufacturing<br>Euro squeezed higher, RBA keeps AUD bulls nervous<br>Sterling falls after below-forecast UK PMI data"
2012-10-02,1.29191,8,78.148,0.93615,0.82725,1774.232,1.02656,1.61311,6.60747,0.9841,"Weak growth outlook drags on European shares<br>Gilts rally after solid auction as shares weaken<br>U.S. stocks flat, euro up as Spain bailout in focus<br>Euro hampered by Spain; AUD bruised by rate cut<br>Pound stays near 2.5 week low versus dollar<br>Pound rises versus dollar, stays weak against euro<br>Sterling drops to near two-week low against the euro<br>Banks lead FTSE lower after UBS highlights capital concerns"
2012-10-03,1.29049,9,78.485,0.93848,0.81933,1777.534,1.02141,1.6075,6.68407,0.98751,"European shares edge down on Spain, growth concerns<br>Oil slumps on China, Europe worries; dollar gains<br>Yen slips; euro eyes ECB, Spanish bond sale<br>Pound slips to 3-week low against dollar ahead of UK data<br>Pound slips to multi-week lows against dollar, euro<br>Sterling struggles as UK data points to slow recovery<br>Gilts hit 5-day high on weak services sector data<br>Woes deepen in Europe and China; US the bright spot<br>FTSE edges higher as defensive stocks climb"
2012-10-04,1.30174,8,78.474,0.93036,0.82162,1790.066,1.0239,1.61901,6.60277,0.98033,"Euro romps higher; BOJ, U.S. jobs data loom<br>Sterling at two-week low versus euro before rate decisions<br>Sterling at two-week low against euro as more BoE easing eyed<br>Sterling falls vs euro, vulnerable to BoE easing bets<br>UK shares stall as ECB offers no fresh remedies<br>Gilts sag after ECB's Draghi, eye U.S. payrolls<br>BASF hit as growth concerns cap European shares<br>Euro climbs on ECB; stocks rise before jobs data"
2012-10-05,1.30344,7,78.648,0.92923,0.81759,1779.748,1.01844,1.61327,6.60318,0.97846,"Sterling steadies versus dollar before U.S. jobs data<br>Pound gains versus dollar; hits 2-week low versus euro<br>FTSE 100 ends up 0.7 pct after US jobs boost<br>European equities cheered by US data, caution remains<br>Gilts slump to 10-day low after strong U.S. payrolls data<br>Improvement in U.S. jobs data lifts dollar vs. yen<br>Global shares gain, bonds tumble as U.S. unemployment falls"
2012-10-08,1.29675,8,78.332,0.93291,0.81914,1774.669,1.01888,1.60252,6.63548,0.97678,"Sterling hits 1-month low versus dollar on economic worries<br>Gilts rally, possible UK cuts, Spain worries support<br>European shares hit by weak Asian growth outlook<br>Earnings concerns hit UK shares, uptrend intact<br>Euro falls from 2-week highs vs. dollar, yen as Spain weighs<br>Global stocks, oil falter on view on China economy<br>Sterling struggles near 1-month low versus dollar<br>Sterling falls to one-month low against dollar"
2012-10-09,1.2885,7,78.25,0.94014,0.81785,1764.044,1.02047,1.60007,6.69528,0.9782,"European shares fall, brace for gloomy earnings<br>Europe woes, U.S. earnings season hit shares, euro<br>Dollar, yen rise on Greece, 3rd quarter earnings concerns<br>Pound hits 1-month low on weak UK data, IMF downgrade<br>Pound falls as weak UK data dents recovery hopes<br>UK shares fall as data fans earnings concerns<br>UK gilts end flat as markets watch Spain"
2012-10-10,1.28748,6,78.178,0.93921,0.81644,1762.07,1.02325,1.60047,6.69788,0.98164,"Sterling edges up but may struggle to hold gains<br>Gilts lag on easing of UK bank rule, solid Bund auction<br>FTSE toils as BAE Systems merger fails<br>European shares hit by weak earnings outlook<br>Shares, oil retreat on global growth fears<br>Euro, Aussie fall as worries over Spain, growth dent risk appetite"
2012-10-11,1.29269,7,78.327,0.93477,0.81725,1766.882,1.0263,1.6044,6.70018,0.97849,"Sterling inches higher against dollar, gains seen fragile<br>Gilts drop, UK linker sold at record low yield<br>European shares snap losing run; Burberry lifts luxury stocks<br>Euro rallies vs dollar, snaps three-day decline<br>UK stocks rise as U.S. data sparks recovery hopes<br>Middle East tensions push oil higher; euro up<br>Sterling hovers near one-month low versus dollar"
2012-10-12,1.29522,7,78.446,0.9333,0.81604,1752.945,1.02308,1.60682,6.69218,0.98,"Global Stocks retreat on earnings concerns, euro steady<br>Euro higher vs dollar on the day, lower for the week<br>Shares bruised by earnings concerns<br>Sterling firmer against dollar, but lags euro<br>UK gilts meander higher with Bunds as stocks dip<br>Sterling firms versus dollar but UK worries cap its rise<br>Commodity stocks pull European shares cautiously lower"
2012-10-15,1.29484,7,78.64,0.93305,0.8185,1737.112,1.0252,1.60691,6.65848,0.98063,"Global stocks rise on Spain bets and data, euro flat<br>Commodities traders must be diverse to flourish - Noble<br>Sterling vulnerable to more Bank of England easing<br>UK gilts track bunds lower as riskier assets gain<br>Spanish bailout prospects boost European shares<br>FTSE gets bank boost but lags European peers<br>Euro flat vs dollar, awaiting word that Spain seeks help"
2012-10-16,1.30531,4,78.882,0.92594,0.81405,1747.164,1.02742,1.61096,6.60747,0.98652,"UK gilts fall on risk appetite, markets eye Spanish bailout deal<br>FTSE powers higher on growing Spain bailout hopes<br>Euro, global stocks up on data, U.S. earnings<br>Euro extends gains after Moody's affirm Spain ratings"
2012-10-17,1.31185,5,78.932,0.9222,0.82174,1749.786,1.0382,1.61485,6.58648,0.97774,"Spain credit boost buoys European shares<br>Solid jobs data and BoE minutes lift sterling<br>FTSE climbs above 5,900 for first time in a month<br>Global shares rise on U.S. housing data, earnings; euro up<br>Euro & AUD rally pauses ahead of China data rush"
2012-10-18,1.30663,7,79.267,0.92465,0.81824,1741.162,1.03648,1.60436,6.56278,0.98518,"UK gilts steady after strong retail sales<br>Sterling steadies, better data lifts UK outlook<br>Sterling dips, vulnerable before UK public finance data<br>Europe shares eke out gains as debt tensions ease<br>Global stocks dip on Wall St drop, Spain yields fall<br>Miners lift FTSE to seven-month closing high<br>Yen hits multi-month lows, BOJ seen easing"
2012-10-19,1.30188,5,79.272,0.92829,0.81542,1720.502,1.0329,1.59998,6.57518,0.99331,"Euro slips vs dollar as uncertainty on Spain persists<br>Global stocks, oil fall on US results, economy fears<br>Sterling off lows on better UK fiscal data<br>UK gilts rally, supply limits borrowing data boost<br>FTSE ends lower on weaker miners, poor earnings"
2012-10-22,1.30594,6,79.936,0.9267,0.81751,1728.117,1.03191,1.60135,6.59178,0.99203,"Europe shares fall on nagging earnings worries<br>European shares up on fresh Spain aid expectations<br>Sterling supported vs dollar on brightening UK outlook<br>Earnings concerns weigh on shares<br>Global shares falter, but U.S. stocks, euro gain<br>Yen plunges as BoJ seen easing again; euro shines"
2012-10-23,1.29863,4,79.846,0.93253,0.81145,1707.505,1.0264,1.59507,6.64494,0.99231,"Sterling steady ahead of BoE speech, growth data<br>FTSE posts biggest loss in nearly a month<br>Global stocks, euro falter on lacklustre earnings, Spain<br>Euro, AUD on the defensive as data looms"
2012-10-24,1.29726,4,79.798,0.93235,0.82036,1701.573,1.03519,1.60361,6.67989,0.99346,"Gilts fall as King dampens stimulus expectations<br>FTSE edges higher as Reckitt rallies<br>Global shares slip on weak company results, euro falls<br>USD off highs after Fed, NZD up on RBNZ"
2012-10-25,1.29333,4,80.294,0.93507,0.81796,1711.728,1.03452,1.61176,6.70788,0.99474,"Shares edge up; dollar gains vs yen on BOJ bets<br>Yen struggles; data cheers sterling<br>Pound shines as strong GDP data dents QE prospects<br>Stocks flat as earnings counter UK growth"
2012-10-26,1.29403,8,79.622,0.93457,0.82243,1710.234,1.03712,1.61028,6.69277,0.99694,"Euro falls to 3-week low against sterling<br>Pound hits three-week high versus euro as QE chances lowered<br>Britain to sell 0.125 pct 2044 linker via syndication in Nov<br>Sterling hits 3-week high versus euro as QE chances dim<br>FTSE underperforms other European stock markets<br>Gilts rise with Bunds as earnings disappoint<br>Euro little changed vs dollar after 3 straight days of losses<br>Earnings weigh on shares, despite better U.S. GDP"
2012-10-29,1.29032,3,79.796,0.93653,0.81905,1708.939,1.03312,1.60317,6.67967,1.0009,"Stocks dip as Hurricane Sandy hits insurers, energy shares<br>Energy markets rise on Sandy, insurers fall<br>Yen on the defensive as BOJ policy decision nears"
2012-10-30,1.29594,5,79.626,0.93214,0.82073,1709.031,1.03634,1.60719,6.63907,0.99922,"Sterling hits session high versus dollar after CBI data<br>Better retail sales survey boosts sterling<br>U.S. to reopen Wednesday; modest gains for other markets<br>BP spurs biggest FTSE gains for two weeks<br>Yen off highs, market resigned to BOJ disappointing"
2012-10-31,1.29597,5,79.76,0.93139,0.8224,1720.353,1.03743,1.6129,6.63277,0.99934,"Upbeat UK data, diminishing bets on BoE QE supports sterling<br>Shares trade flat, gasoline up after storm's damage<br>Shares down on bleak outlook and earnings reports<br>Euro, AUD calm ahead of China PMI<br>Mixed earnings cap gains for European shares"
2012-11-01,1.29422,10,80.119,0.93181,0.82681,1714.013,1.03997,1.61298,6.6494,0.99651,"Global stocks up on China, US data; oil off after storm<br>Shares open November with biggest gain in a month<br>Nasdaq woos traders to back new European futures market<br>Yen under pressure, eyes on U.S. jobs data<br>Sterling hits 2-week high vs dollar, optimism persists<br>Armajaro to start brokering iron ore swaps<br>Euribor rates steady as ECB seen on hold next week<br>Euro rises versus dollar after jobless claims<br>Sterling rises on economic optimism, hedging plays<br>European shares spurred on by earnings and macro data"
2012-11-02,1.28349,7,80.392,0.94025,0.82494,1677.062,1.03348,1.6019,6.69887,0.99564,"Global shares, crude oil dip despite stronger U.S. jobs<br>Euribor rates hold steady for second day running<br>Sterling hits one-month high versus euro, UK outlook brighter<br>European shares boosted by U.S. jobs data<br>FTSE ends with tiny gains as U.S. data draws muted response<br>UK gilts tick up on caution ahead of BoE meeting<br>Dollar rallies broadly after U.S. jobs data"
2012-11-05,1.27957,4,80.282,0.94351,0.82511,1684.736,1.03646,1.59782,6.68957,0.99624,"Sterling slips from 1-month high versus euro on UK data, BoE eyed<br>FTSE dips as risk sentiment wanes ahead of U.S. election<br>Wall St, dollar edge up day before US election<br>Forex-Euro shaky after fall; Aussie eyes RBA rates"
2012-11-06,1.28137,5,80.348,0.94271,0.82688,1715.763,1.04341,1.59957,6.68347,0.99205,"Dollar eyes U.S. presidential race, AUD shines<br>Sterling dips from 1-month high versus euro after UK data<br>Earnings lift FTSE 100 before U.S. presidential result<br>Ukraine moves to defend currency peg<br>Wall Street gains as U.S. votes, euro steady"
2012-11-07,1.27708,4,79.991,0.94466,0.81828,1717.383,1.04076,1.59847,6.68658,0.99664,"Shares fall sharply as growth concerns resurface<br>Sterling rises to one-month high against the euro, BoE in focus<br>Stocks sink on fiscal angst after U.S. vote, oil slips<br>Yen rallies on risk aversion; NZD hit by jobs data"
2012-11-08,1.27468,4,79.465,0.94577,0.81442,1731.203,1.0404,1.5982,6.67027,1.00021,"Sterling at five-week high versus euro after BoE pause<br>FTSE falls as earnings and Greece weigh<br>Global stocks sag on U.S. fiscal fears, euro falls on ECB<br>Euro hits two-month low vs. dollar after ECB holds on rates"
2012-11-09,1.27109,4,79.479,0.94858,0.81406,1730.933,1.03866,1.58933,6.74098,1.0015,"FTSE ends in red after turbulent session<br>U.S. stocks, oil rebound on strong consumer data<br>Euro at two-month low vs dollar on European growth concerns<br>Sterling slides after QE changes, BoE Inflation Report eyed"
2012-11-12,1.27091,6,79.485,0.94815,0.81735,1728.013,1.04277,1.58762,6.75555,0.99976,"Sterling hits two-month low vs dollar after borrowing trimmed<br>Pound hits 2-month low versus dollar on caution before BoE report<br>Gilts edge higher, investors eye inflation data<br>""Safe-haven"" stocks flat as euro zone falters<br>Euro flat vs dollar, near two-month low on Greece concerns<br>Wall Street near flat in holiday trade; euro near two-month lows"
2012-11-13,1.27039,5,79.376,0.94736,0.81592,1724.713,1.04334,1.58713,6.78677,1.00198,"Sterling settles back after jump on inflation data<br>Gilts steady, market awaits BoE Inflation Report<br>UK shares rally on Spanish bailout hopes<br>Euro slips vs yen, dollar on Greece, Spain concerns<br>U.S. stocks slip on fiscal cliff woes; euro weakens"
2012-11-14,1.27348,6,80.244,0.945,0.81009,1726.503,1.03748,1.58403,6.78309,1.00384,"Global stocks drop on fiscal mess, oil up on Mideast woe<br>Trade-weighted sterling drops to 3-week low - BoE data<br>Sterling struggles as BoE keeps door to more QE ajar<br>UK gilts fall after BoE raises inflation outlook<br>Euro zone fears push shares near two-month lows<br>Euro halts five-day losing run; yen falls sharply"
2012-11-15,1.27805,5,81.166,0.94202,0.80907,1715.506,1.03312,1.5866,6.76418,1.00089,"Sterling hits two-month low vs. dollar on UK retail sales data<br>Euro zone takes FTSE out of recent range, hits two-month low<br>Yen slides on expectations of more easing; euro up second day<br>They're buying what? U.S. investors latch onto Iraqi dinar<br>Shares sink on global economic worries; oil falls"
2012-11-16,1.27428,5,81.299,0.9453,0.81234,1713.723,1.03383,1.58775,6.78658,1.00108,"Global stocks gain on fiscal hope; yen down for 3rd day<br>Banks take European share prices lower<br>Sterling slips vs dollar, heads for third weekly loss<br>Shares post worst week since May on growth worries<br>Yen posts worst week since February versus dollar; euro falls"
2012-11-19,1.28129,4,81.409,0.93982,0.82,1731.378,1.04116,1.59078,6.72368,0.99624,"Sterling rises vs dollar on Greek deal prospects<br>FTSE matches biggest gain of the year on hope for U.S. deal<br>Risk assets soar on U.S. fiscal cliff hopes<br>Euro nears two-week high on Greece, U.S. budget optimism"
2012-11-20,1.28166,4,81.672,0.94003,0.81707,1726.736,1.03892,1.59257,6.76095,0.99669,"Sterling steady awaiting news on Greece, BoE minutes<br>FTSE recovers on Glencore-Xstrata deal completion<br>Shares rebound, oil slips on Gaza cease-fire<br>Forex - Yen sinks on mounting political concerns on BOJ's stance"
2012-11-21,1.28289,4,82.517,0.9386,0.81443,1728.373,1.03682,1.5951,6.71668,0.99631,"FTSE recoups losses as oil price supports energy<br>Shares rise, investors hope for Greece progress<br>Forex-Yen stays under a cloud, China data eyed<br>Sterling taps 2-week high versus dollar after BoE minutes"
2012-11-22,1.28848,4,82.463,0.93494,0.81538,1729.707,1.03895,1.59354,6.67528,0.99703,"Forex - Euro buoyant on Greece aid deal hopes, yen weak<br>Global shares gain as global economic outlook improves<br>Sterling hits one-month low versus euro on Greek optimism<br>Strong commods drive FTSE to three week high"
2012-11-23,1.29736,4,82.382,0.92778,0.82337,1751.101,1.04598,1.60263,6.61873,0.99275,"Euro heads for second week of gains on Greece hope<br>Sterling falls to 1-month low as Greek aid deal lifts euro<br>FTSE posts biggest weekly gain this year<br>Global shares, euro rise on Greek hopes, German data"
2012-11-26,1.29716,7,82.073,0.92764,0.82162,1748.363,1.04638,1.60257,6.60718,0.99337,"Banks slide to end 5-day European share winning run<br>Barclays drop drags on UK shares<br>Sterling rises after UK's surprise choice of BoE chief<br>Gilts end steady as BoE chief appointment erases safety gains<br>Global regulators to hold N.Y. meet on derivatives rules<br>Euro firm after Greek deal, yen edges up<br>Euro rises on Greek debt deal, upside seen limited"
2012-11-27,1.29422,6,82.149,0.93024,0.82065,1741.944,1.04438,1.60209,6.68505,0.99447,"Gilts fall as investors seek riskier plays after Greek debt deal<br>Britain's FTSE led up by banks after Greece debt deal<br>European shares edge up on Greek debt deal respite<br>Euro and global stocks slip on U.S. fiscal concern<br>Euro falls versus dollar, yen on doubts over Greece deal<br>Sterling off 1-month low versus euro, GDP data helps"
2012-11-28,1.29521,6,82.071,0.929,0.82363,1719.533,1.04755,1.60138,6.64787,0.99196,"Stocks recover, euro pares loss on Boehner words<br>European shares gain on U.S. fiscal deal optimism<br>Sterling falls versus firmer dollar on U.S., UK worries<br>Stocks rally as U.S. lawmaker calms budget nerves<br>Gilts at 9-day high on U.S. budget fears, QE talk<br>Euro slips vs dollar and yen on Greece, U.S. fiscal angst"
2012-11-29,1.29787,6,82.109,0.92739,0.82261,1725.752,1.04338,1.60397,6.66428,0.99232,"European shares post highest close since July 2011<br>Weak lending data pushes sterling to near one-month low versus euro<br>Gilts steady as investors cut risk ahead of U.S. budget talks<br>Shares scale three-week highs on U.S. budget optimism<br>Stocks and euro higher but pressured by Boehner<br>Euro off one-month highs as U.S. fiscal talk weighs"
2012-11-30,1.2986,6,82.468,0.92797,0.82021,1714.613,1.04269,1.60108,6.65891,0.99415,"FTSE stalls at six week high at month-end<br>U.S. deadlock, data cap stocks; euro gains<br>Euro rises for fourth straight month against dollar<br>Sterling falls to 5-week low against firmer euro<br>Gilts end flat as U.S. uncertainty, issuance plan loom large<br>European shares enjoy sixth straight monthly gain"
